date,region,special,runoff,offyear,disabled,candidate,party,voteshare
8/8/2021,Alabama,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Alaska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Arizona,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
8/8/2021,Arkansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,California,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
8/8/2021,Colorado,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,Connecticut,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,Delaware,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
8/8/2021,Florida,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
8/8/2021,Georgia,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
8/8/2021,Hawaii,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,Idaho,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Illinois,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,Indiana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
8/8/2021,Iowa,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
8/8/2021,Kansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
8/8/2021,Kentucky,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
8/8/2021,Louisiana,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
8/8/2021,Maine,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
8/8/2021,Maryland,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,Massachusetts,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Michigan,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
8/8/2021,Minnesota,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
8/8/2021,Mississippi,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
8/8/2021,Missouri,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
8/8/2021,Montana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
8/8/2021,Nebraska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Nevada,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
8/8/2021,New Hampshire,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
8/8/2021,New Jersey,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,New Mexico,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,New York,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
8/8/2021,North Carolina,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
8/8/2021,North Dakota,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
8/8/2021,Ohio,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
8/8/2021,Oklahoma,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Oregon,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,Pennsylvania,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
8/8/2021,Rhode Island,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,South Carolina,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
8/8/2021,South Dakota,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Tennessee,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Texas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
8/8/2021,Utah,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
8/8/2021,Vermont,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
8/8/2021,Virginia,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
8/8/2021,Washington,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
8/8/2021,West Virginia,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
8/8/2021,Wisconsin,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
8/8/2021,Wyoming,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Alabama,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Alaska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Arizona,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
9/6/2021,Arkansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,California,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
9/6/2021,Colorado,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,Connecticut,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,Delaware,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
9/6/2021,Florida,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
9/6/2021,Georgia,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
9/6/2021,Hawaii,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,Idaho,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Illinois,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,Indiana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
9/6/2021,Iowa,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
9/6/2021,Kansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
9/6/2021,Kentucky,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
9/6/2021,Louisiana,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
9/6/2021,Maine,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
9/6/2021,Maryland,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,Massachusetts,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Michigan,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
9/6/2021,Minnesota,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
9/6/2021,Mississippi,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
9/6/2021,Missouri,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
9/6/2021,Montana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
9/6/2021,Nebraska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Nevada,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
9/6/2021,New Hampshire,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
9/6/2021,New Jersey,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,New Mexico,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,New York,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,North Carolina,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
9/6/2021,North Dakota,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
9/6/2021,Ohio,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
9/6/2021,Oklahoma,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Oregon,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,Pennsylvania,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
9/6/2021,Rhode Island,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
9/6/2021,South Carolina,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
9/6/2021,South Dakota,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Tennessee,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Texas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
9/6/2021,Utah,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
9/6/2021,Vermont,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
9/6/2021,Virginia,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
9/6/2021,Washington,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
9/6/2021,West Virginia,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
9/6/2021,Wisconsin,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
9/6/2021,Wyoming,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Alabama,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Alaska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Arizona,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
11/9/2021,Arkansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,California,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
11/9/2021,Colorado,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
11/9/2021,Connecticut,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
11/9/2021,Delaware,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
11/9/2021,Florida,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
11/9/2021,Georgia,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
11/9/2021,Hawaii,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
11/9/2021,Idaho,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Illinois,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
11/9/2021,Indiana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
11/9/2021,Iowa,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
11/9/2021,Kansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
11/9/2021,Kentucky,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
11/9/2021,Louisiana,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
11/9/2021,Maine,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
11/9/2021,Maryland,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
11/9/2021,Massachusetts,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Michigan,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
11/9/2021,Minnesota,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
11/9/2021,Mississippi,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
11/9/2021,Missouri,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
11/9/2021,Montana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
11/9/2021,Nebraska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Nevada,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
11/9/2021,New Hampshire,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,New Jersey,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
11/9/2021,New Mexico,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
11/9/2021,New York,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
11/9/2021,North Carolina,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
11/9/2021,North Dakota,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
11/9/2021,Ohio,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
11/9/2021,Oklahoma,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Oregon,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
11/9/2021,Pennsylvania,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
11/9/2021,Rhode Island,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
11/9/2021,South Carolina,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,South Dakota,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Tennessee,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Texas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Utah,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
11/9/2021,Vermont,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Virginia,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,Washington,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
11/9/2021,West Virginia,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
11/9/2021,Wisconsin,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
11/9/2021,Wyoming,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
11/9/2021,National Popular Vote,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
1/2/2022,Alabama,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,Alaska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
1/2/2022,Arizona,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
1/2/2022,Arkansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,California,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
1/2/2022,Colorado,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
1/2/2022,Connecticut,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
1/2/2022,Delaware,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
1/2/2022,Florida,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
1/2/2022,Georgia,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
1/2/2022,Hawaii,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
1/2/2022,Idaho,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,Illinois,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
1/2/2022,Indiana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
1/2/2022,Iowa,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
1/2/2022,Kansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
1/2/2022,Kentucky,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
1/2/2022,Louisiana,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
1/2/2022,Maine,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
1/2/2022,Maryland,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
1/2/2022,Massachusetts,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
1/2/2022,Michigan,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
1/2/2022,Minnesota,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
1/2/2022,Mississippi,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
1/2/2022,Missouri,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
1/2/2022,Montana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
1/2/2022,Nebraska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,Nevada,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
1/2/2022,New Hampshire,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,New Jersey,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
1/2/2022,New Mexico,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
1/2/2022,New York,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
1/2/2022,North Carolina,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
1/2/2022,North Dakota,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
1/2/2022,Ohio,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
1/2/2022,Oklahoma,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,Oregon,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
1/2/2022,Pennsylvania,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
1/2/2022,Rhode Island,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
1/2/2022,South Carolina,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
1/2/2022,South Dakota,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,Tennessee,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,Texas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
1/2/2022,Utah,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
1/2/2022,Vermont,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,Virginia,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,Washington,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
1/2/2022,West Virginia,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
1/2/2022,Wisconsin,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
1/2/2022,Wyoming,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
1/2/2022,National Popular Vote,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
2/2/2022,Alabama,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,Alaska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
2/2/2022,Arizona,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
2/2/2022,Arkansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,California,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
2/2/2022,Colorado,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
2/2/2022,Connecticut,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
2/2/2022,Delaware,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
2/2/2022,Florida,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
2/2/2022,Georgia,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
2/2/2022,Hawaii,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
2/2/2022,Idaho,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,Illinois,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
2/2/2022,Indiana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
2/2/2022,Iowa,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
2/2/2022,Kansas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
2/2/2022,Kentucky,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
2/2/2022,Louisiana,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
2/2/2022,Maine,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
2/2/2022,Maryland,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
2/2/2022,Massachusetts,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
2/2/2022,Michigan,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
2/2/2022,Minnesota,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
2/2/2022,Mississippi,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
2/2/2022,Missouri,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
2/2/2022,Montana,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
2/2/2022,Nebraska,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,Nevada,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
2/2/2022,New Hampshire,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,New Jersey,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
2/2/2022,New Mexico,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
2/2/2022,New York,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
2/2/2022,North Carolina,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
2/2/2022,North Dakota,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
2/2/2022,Ohio,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
2/2/2022,Oklahoma,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,Oregon,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
2/2/2022,Pennsylvania,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.001
2/2/2022,Rhode Island,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
2/2/2022,South Carolina,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
2/2/2022,South Dakota,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,Tennessee,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,Texas,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
2/2/2022,Utah,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
2/2/2022,Vermont,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,Virginia,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,Washington,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
2/2/2022,West Virginia,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
2/2/2022,Wisconsin,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.01
2/2/2022,Wyoming,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
2/2/2022,National Popular Vote,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
3/7/2022,Alabama,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
